time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-11-05T19:29:22.350Z,33.0425,-116.4411667,6.75,0.96,ml,45,65,0.03479,0.19,ci,ci38350608,2018-11-06T17:32:30.754Z,"16km ESE of Julian, CA",earthquake,0.22,0.53,0.141,15,reviewed,ci,ci
2018-11-05T19:26:36.626Z,63.4982,-151.1031,5.1,1.3,ml,,,,1.32,ak,ak20332899,2018-11-05T19:32:52.063Z,"108km W of Cantwell, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-05T19:25:52.360Z,33.0425,-116.4395,6.36,0.76,ml,20,86,0.03472,0.16,ci,ci38350600,2018-11-05T20:54:23.324Z,"16km ESE of Julian, CA",earthquake,0.23,0.47,0.119,10,reviewed,ci,ci
2018-11-05T19:20:10.600Z,33.5126667,-116.7923333,3.38,0.86,ml,32,39,0.006704,0.16,ci,ci38350592,2018-11-05T21:57:56.080Z,"10km NE of Aguanga, CA",earthquake,0.19,0.5,0.143,27,reviewed,ci,ci
2018-11-05T19:13:55.274Z,36.7268,-116.3096,7.7,-0.2,ml,17,80.93,0.053,0.0998,nn,nn00664312,2018-11-06T02:05:20.889Z,"44km ESE of Beatty, Nevada",earthquake,,0.9,0.25,8,reviewed,nn,nn
2018-11-05T19:09:44.160Z,38.4418333,-112.1816667,1.64,1.15,ml,8,179,0.06629,0.23,uu,uu60303632,2018-11-06T22:37:22.330Z,"21km SSW of Monroe, Utah",earthquake,1.02,31.61,0.248,2,reviewed,uu,uu
2018-11-05T19:08:47.190Z,36.0185,-117.7758333,2.22,1.03,ml,15,64,0.01088,0.08,ci,ci38350584,2018-11-06T17:24:21.870Z,"15km NE of Little Lake, CA",earthquake,0.14,0.12,0.466,4,reviewed,ci,ci
2018-11-05T19:04:08.720Z,36.021,-117.7735,2.36,0.75,ml,8,123,0.007891,0.05,ci,ci38350576,2018-11-05T21:43:36.904Z,"15km NE of Little Lake, CA",earthquake,0.17,0.11,0.226,3,reviewed,ci,ci
2018-11-05T18:55:03.550Z,36.9615,-97.8425,7.32,1.95,ml,8,143,0.09665,0.04,ismpkansas,ismpkansas70252958,2018-11-07T01:27:19.570Z,"19km NNW of Medford, Oklahoma",earthquake,0.32,0.58,0.119,10,reviewed,ismp,ismp
2018-11-05T18:40:28.160Z,33.4943333,-116.7971667,4.4,0.42,ml,20,60,0.08674,0.18,ci,ci38350552,2018-11-05T21:57:53.157Z,"8km NE of Aguanga, CA",earthquake,0.34,0.8,0.14,12,reviewed,ci,ci
2018-11-05T18:35:53.560Z,-2.9044,119.4727,10,5.2,mww,,40,2.114,0.73,us,us2000i73d,2018-11-05T22:47:03.707Z,"11km ENE of Mamasa, Indonesia",earthquake,3.8,1.8,0.071,19,reviewed,us,us
2018-11-05T18:28:28.810Z,38.7546654,-122.7143326,0.17,0.89,md,6,177,0.0179,0.04,nc,nc73107186,2018-11-05T18:30:04.096Z,"3km SW of Anderson Springs, CA",earthquake,0.69,0.98,0.1,3,automatic,nc,nc
2018-11-05T18:28:18.000Z,35.7108333,-118.0748333,4.2,0.45,ml,13,119,0.1373,0.15,ci,ci38350504,2018-11-05T20:59:42.659Z,"25km WNW of Inyokern, CA",earthquake,0.36,0.88,0.075,5,reviewed,ci,ci
2018-11-05T18:28:12.450Z,33.5025,-116.7775,3.92,0.41,ml,22,92,0.02148,0.1,ci,ci38350496,2018-11-06T17:21:02.074Z,"10km NE of Aguanga, CA",earthquake,0.16,0.29,0.09,7,reviewed,ci,ci
2018-11-05T18:26:38.599Z,65.5825,-149.8485,1.1,1.2,ml,,,,1.03,ak,ak20332449,2018-11-05T18:47:30.012Z,"74km NNE of Manley Hot Springs, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-05T18:21:40.640Z,52.0756667,-176.1098333,-0.09,0.6,ml,5,128,0.03095,0.09,av,av70810014,2018-11-06T22:22:44.610Z,"43km ENE of Adak, Alaska",earthquake,0.34,0.23,0.193,3,reviewed,av,av
2018-11-05T18:21:24.930Z,52.0488333,-176.1361667,3.67,1.05,ml,6,108,0.008879,0.21,av,av70810009,2018-11-06T22:21:06.840Z,"40km ENE of Adak, Alaska",earthquake,0.65,0.78,0.088,2,reviewed,av,av
2018-11-05T18:20:07.340Z,52.0726667,-176.137,4.72,-0.45,ml,4,118,0.01889,0.06,av,av70809999,2018-11-06T22:15:38.840Z,"41km ENE of Adak, Alaska",earthquake,0.94,1.15,0.154,4,reviewed,av,av
2018-11-05T18:14:47.730Z,33.583,-116.6146667,14.21,0.51,ml,29,43,0.02101,0.12,ci,ci38350480,2018-11-06T17:16:13.974Z,"6km ENE of Anza, CA",earthquake,0.2,0.35,0.174,11,reviewed,ci,ci
2018-11-05T18:11:21.370Z,36.443,-89.5278333,6.74,2.18,md,31,43,0.05978,0.14,nm,nm60217852,2018-11-05T19:06:08.510Z,"8km NW of Tiptonville, Tennessee",earthquake,0.27,0.94,0.061,23,reviewed,nm,nm
2018-11-05T18:00:59.340Z,33.8241667,-117.476,-0.64,1.64,ml,57,63,0.06376,0.19,ci,ci38350456,2018-11-06T17:12:14.847Z,"7km SE of Home Gardens, CA",quarry blast,0.25,31.61,0.163,54,reviewed,ci,ci
2018-11-05T17:53:37.010Z,33.5076667,-116.7913333,6.72,0.85,ml,34,42,0.008874,0.18,ci,ci38350424,2018-11-05T21:59:02.170Z,"10km NE of Aguanga, CA",earthquake,0.23,0.67,0.071,23,reviewed,ci,ci
2018-11-05T17:45:45.070Z,33.8685,-116.6226667,14.84,1.13,ml,44,37,0.07488,0.2,ci,ci38350392,2018-11-05T21:59:07.230Z,"8km WSW of Garnet, CA",earthquake,0.26,0.44,0.209,27,reviewed,ci,ci
2018-11-05T17:43:21.990Z,33.2548333,-116.3825,12.21,0.75,ml,40,97,0.03195,0.19,ci,ci38350384,2018-11-06T17:04:32.957Z,"1km W of Borrego Springs, CA",earthquake,0.26,0.57,0.063,12,reviewed,ci,ci
2018-11-05T17:42:57.260Z,38.7796667,-122.7175,2.3,-0.01,md,7,150,0.01226,0.04,nc,nc73107176,2018-11-06T23:54:57.133Z,"2km WNW of Anderson Springs, CA",earthquake,0.64,0.57,0.089,2,reviewed,nc,nc
2018-11-05T17:42:38.215Z,64.847,-149.5037,15.1,1.3,ml,,,,0.78,ak,ak20332441,2018-11-05T17:50:02.517Z,"35km NNW of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-05T17:41:12.190Z,36.0191667,-117.7743333,1.95,0.62,ml,16,63,0.009512,0.09,ci,ci38350376,2018-11-06T17:07:54.924Z,"15km NE of Little Lake, CA",earthquake,0.11,0.16,0.105,5,reviewed,ci,ci
2018-11-05T17:32:36.500Z,53.3233333,-168.145,21.01,0.21,ml,8,248,0.0854,0.17,av,av70810019,2018-11-06T22:31:12.480Z,"64km NE of Nikolski, Alaska",earthquake,1.72,1.05,0.238,8,reviewed,av,av
2018-11-05T17:28:26.720Z,60.455,-152.8465,5.22,-0.86,ml,6,206,,0.04,av,av70809994,2018-11-06T22:12:23.640Z,"6km WSW of Redoubt Volcano, Alaska",earthquake,0.53,0.57,0.227,6,reviewed,av,av
2018-11-05T17:10:53.440Z,58.1778333,-155.3556667,0.99,-0.68,ml,5,232,0.03541,0.14,av,av70809989,2018-11-06T22:04:20.700Z,"95km SE of King Salmon, Alaska",earthquake,0.92,1.93,0.161,5,reviewed,av,av
2018-11-05T17:06:51.920Z,58.1735,-155.3555,0.36,-0.67,ml,6,173,0.03938,0.12,av,av70809984,2018-11-06T21:59:31.080Z,"95km SE of King Salmon, Alaska",earthquake,0.54,2.56,0.206,6,reviewed,av,av
2018-11-05T16:51:45.720Z,36.7688332,-121.484169,5.71,2.18,md,26,83,0.03005,0.09,nc,nc73107171,2018-11-05T18:20:03.456Z,"10km SSE of San Juan Bautista, CA",earthquake,0.3,0.56,0.15,28,automatic,nc,nc
2018-11-05T16:43:37.950Z,38.8078346,-122.8143311,1.74,0.31,md,8,96,0.01165,0.04,nc,nc73107166,2018-11-05T16:45:13.016Z,"6km NW of The Geysers, CA",earthquake,0.44,1.05,,1,automatic,nc,nc
2018-11-05T16:43:31.270Z,54.1415,-166.0151667,7.54,-0.52,ml,7,149,0.02216,0.18,av,av70809979,2018-11-06T22:37:02.960Z,"15km W of Akutan, Alaska",earthquake,0.63,1.04,0.396,7,reviewed,av,av
2018-11-05T16:37:49.010Z,52.0605,-176.1113333,-0.27,-0.89,ml,4,147,0.02263,0.11,av,av70809974,2018-11-06T21:45:07.760Z,"42km ENE of Adak, Alaska",earthquake,0.31,0.21,0.07,4,reviewed,av,av
2018-11-05T16:31:55.087Z,60.0636,-139.3918,6.3,1.4,ml,,,,0.41,ak,ak20331986,2018-11-05T16:39:16.843Z,"60km NNE of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-05T16:30:57.930Z,52.068,-176.1246667,1.07,0.14,ml,5,110,0.01901,0.13,av,av61812296,2018-11-06T21:43:05.350Z,"42km ENE of Adak, Alaska",earthquake,0.43,2.13,0.173,5,reviewed,av,av
2018-11-05T16:23:25.720Z,36.0396652,-120.6176682,4.45,1.37,md,19,165,0.03389,0.08,nc,nc73107156,2018-11-05T18:05:04.330Z,"23km NW of Parkfield, CA",earthquake,0.54,0.86,0.06,7,automatic,nc,nc
2018-11-05T16:12:30.132Z,63.276,-150.9994,5.1,2.1,ml,,,,0.67,ak,ak20331974,2018-11-05T16:16:58.729Z,"103km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-11-05T16:09:45.550Z,33.2785,-116.1421667,10.78,1.14,ml,52,44,0.1244,0.19,ci,ci38350232,2018-11-06T01:14:29.470Z,"15km N of Ocotillo Wells, CA",earthquake,0.2,0.53,0.116,22,reviewed,ci,ci
2018-11-05T16:09:04.570Z,37.4136667,-118.5365,12,0.55,md,5,188,0.06405,0.02,nc,nc73107151,2018-11-06T02:05:25.556Z,"5km E of Round Valley, CA",earthquake,1.05,0.93,0.162,5,reviewed,nc,nc
2018-11-05T15:53:04.132Z,38.3635,-118.9007,13.4,0.6,ml,5,227.26,0.33,0.0883,nn,nn00664319,2018-11-06T02:05:23.960Z,"30km SW of Hawthorne, Nevada",earthquake,,13.3,0,1,reviewed,nn,nn
2018-11-05T15:50:49.710Z,33.4961667,-116.7976667,2.91,1.36,ml,56,31,0.01632,0.2,ci,ci38350216,2018-11-05T17:29:24.110Z,"9km NE of Aguanga, CA",earthquake,0.18,0.55,0.16,25,reviewed,ci,ci
2018-11-05T15:50:40.740Z,38.7976685,-122.7393341,1.1,1.15,md,13,78,0.01455,0.03,nc,nc73107146,2018-11-05T17:11:03.022Z,"3km NNE of The Geysers, CA",earthquake,0.27,0.54,0.15,3,automatic,nc,nc
2018-11-05T15:49:55.130Z,63.4249,-149.2965,53.8,1.3,ml,,,,1.62,ak,ak20331967,2018-11-05T15:59:38.376Z,"17km WNW of Cantwell, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-11-05T15:48:33.230Z,19.3026667,-155.2505,2.01,2.42,ml,49,133,0.03242,0.12,hv,hv70675036,2018-11-06T00:07:31.830Z,"14km S of Volcano, Hawaii",earthquake,0.27,0.54,0.146,36,reviewed,hv,hv
2018-11-05T15:48:26.430Z,36.6906667,-121.324,3.73,1.79,md,34,88,0.08,0.07,nc,nc73107141,2018-11-06T02:35:03.274Z,"11km S of Tres Pinos, CA",earthquake,0.27,1.13,0.258,35,reviewed,nc,nc
2018-11-05T15:44:42.930Z,52.0681667,-176.1225,2.51,1.2,ml,6,111,0.02011,0.14,av,av70809954,2018-11-06T21:13:45.480Z,"42km ENE of Adak, Alaska",earthquake,0.41,0.55,0.001,1,reviewed,av,av
2018-11-05T15:35:31.913Z,39.5692,-119.0739,3.6,2.3,ml,25,117.52,0.279,0.1499,nn,nn00664264,2018-11-07T00:32:46.827Z,"15km ESE of Fernley, Nevada",earthquake,,2.7,0.29,11,reviewed,nn,nn
2018-11-05T15:23:09.320Z,33.5055,-116.7928333,3.94,0.46,ml,18,47,0.07563,0.16,ci,ci38350168,2018-11-05T17:29:29.110Z,"10km NE of Aguanga, CA",earthquake,0.3,0.96,0.093,13,reviewed,ci,ci
2018-11-05T15:21:24.910Z,0.475,125.479,68.46,4.8,mb,,62,1.91,0.94,us,us2000i715,2018-11-05T16:15:46.040Z,"111km SE of Tondano, Indonesia",earthquake,4,8.6,0.1,31,reviewed,us,us
2018-11-05T15:02:03.910Z,37.512,-118.4248333,4.7,0.79,md,5,164,0.03888,0.09,nc,nc73107131,2018-11-06T02:05:22.533Z,"14km N of Dixon Lane-Meadow Creek, CA",earthquake,0.79,1.44,0.266,5,reviewed,nc,nc
2018-11-05T14:57:06.940Z,-20.785,169.9795,122.4,4.7,mb,,115,2.976,0.46,us,us2000i70v,2018-11-05T17:07:35.040Z,"155km SSE of Isangel, Vanuatu",earthquake,11.5,7,0.074,55,reviewed,us,us
2018-11-05T14:46:57.150Z,29.2218,130.536,24.14,5,mww,,121,3.106,0.9,us,us2000i70p,2018-11-05T15:28:53.040Z,"139km NE of Naze, Japan",earthquake,7.1,4.5,0.073,18,reviewed,us,us
2018-11-05T14:39:15.010Z,29.2855,130.5371,20.13,4.9,mb,,108,3.155,0.49,us,us2000i70k,2018-11-05T15:26:50.040Z,"144km NE of Naze, Japan",earthquake,7.4,4.4,0.055,102,reviewed,us,us
2018-11-05T14:30:27.700Z,36.7884,-97.7317,4.82,2.7,mb_lg,,40,0.12,0.19,us,us2000i70e,2018-11-05T16:54:25.040Z,"2km S of Medford, Oklahoma",earthquake,1.3,6.2,0.086,35,reviewed,us,us
2018-11-05T14:17:37.440Z,45.8578333,-111.3425,4.33,1.71,ml,14,90,0.306,0.08,mb,mb80321824,2018-11-05T17:08:33.920Z,"0km W of Manhattan, Montana",earthquake,0.33,7.49,0.088,6,reviewed,mb,mb
2018-11-05T14:01:14.670Z,32.8748333,-116.2505,10.08,0.38,ml,11,87,0.1456,0.08,ci,ci38350120,2018-11-05T22:07:54.202Z,"27km ENE of Pine Valley, CA",earthquake,0.22,0.86,0.072,3,reviewed,ci,ci
2018-11-05T13:57:46.030Z,33.814,-116.8731667,12.35,0.79,ml,21,205,0.06606,0.16,ci,ci38350112,2018-11-05T17:37:41.135Z,"8km NNE of Valle Vista, CA",earthquake,0.43,0.67,0.025,5,reviewed,ci,ci
2018-11-05T13:57:32.331Z,60.8337,-150.3489,34.1,1.7,ml,,,,1.02,ak,ak20331086,2018-11-05T14:03:15.469Z,"40km NE of Sterling, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-05T13:51:36.960Z,44.41,-110.696,3.73,1.06,md,7,169,0.08196,0.1,uu,uu60303617,2018-11-05T17:47:40.020Z,"11km ESE of Old Faithful Geyser, Wyoming",earthquake,1.41,1.41,0.514,6,reviewed,uu,uu
2018-11-05T13:44:29.290Z,19.1798325,-155.4620056,34.57,1.92,md,39,160,0.08371,0.15,hv,hv70674951,2018-11-05T13:47:58.060Z,"3km SSE of Pahala, Hawaii",earthquake,0.55,0.83,0.11,3,automatic,hv,hv
2018-11-05T13:42:38.400Z,34.5646667,-116.493,0.3,1.94,ml,32,59,0.1341,0.14,ci,ci38350096,2018-11-05T14:18:26.479Z,"35km WSW of Ludlow, CA",earthquake,0.2,0.48,0.149,26,reviewed,ci,ci
2018-11-05T13:40:08.210Z,33.4886667,-116.7843333,4.31,0.48,ml,26,56,0.02717,0.15,ci,ci38350088,2018-11-05T23:31:25.373Z,"9km NE of Aguanga, CA",earthquake,0.19,0.38,0.094,14,reviewed,ci,ci
2018-11-05T13:27:22.010Z,44.5998333,-111.1375,7.12,0.57,md,6,205,0.02687,0.11,uu,uu60303612,2018-11-05T17:46:05.160Z,"7km SSW of West Yellowstone, Montana",earthquake,1.18,0.47,0.43,3,reviewed,uu,uu
2018-11-05T13:22:42.310Z,45.8623333,-111.3581667,4.42,1.81,ml,17,88,0.306,0.18,mb,mb80321744,2018-11-05T16:49:13.100Z,"2km WNW of Manhattan, Montana",earthquake,0.4,11.93,0.123,10,reviewed,mb,mb
2018-11-05T13:16:54.700Z,33.2925,-116.16,11.34,0.77,ml,42,73,0.1269,0.17,ci,ci38350048,2018-11-06T01:08:24.740Z,"17km N of Ocotillo Wells, CA",earthquake,0.23,0.4,0.129,15,reviewed,ci,ci
2018-11-05T13:16:03.030Z,44.5432,145.5707,10.79,4.5,mb,,134,2.178,0.65,us,us2000i6zx,2018-11-05T14:14:41.040Z,"57km NNW of Otrada, Russia",earthquake,8.3,5.5,0.091,35,reviewed,us,us
2018-11-05T13:15:06.940Z,33.924,-116.8208333,3.04,0.67,ml,25,70,0.09227,0.22,ci,ci38350040,2018-11-05T13:46:41.227Z,"3km WNW of Cabazon, CA",earthquake,0.41,1.04,0.156,15,reviewed,ci,ci
2018-11-05T13:04:01.019Z,65.8979,-147.3666,9,2,ml,,,,0.85,ak,ak20331077,2018-11-05T13:16:05.542Z,"117km N of College, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-05T12:45:29.430Z,15.0198,-59.7109,23.82,4.4,mb,,181,1.151,0.73,us,us2000i6zi,2018-11-05T12:59:35.040Z,"132km ENE of Le Vauclin, Martinique",earthquake,6.8,6.9,0.169,10,reviewed,us,us
2018-11-05T12:41:31.650Z,48.684,-119.594166666667,3.97,1.65,ml,5,269,,0.22,uw,uw61502566,2018-11-05T19:04:02.470Z,"11km WSW of Tonasket, Washington",earthquake,1.66,17.28,0.126984562941456,5,reviewed,uw,uw
2018-11-05T12:30:54.320Z,36.4023333,-117.9445,7.54,1.12,ml,15,108,0.1157,0.17,ci,ci38350008,2018-11-05T13:46:56.230Z,"14km NNE of Olancha, CA",earthquake,0.52,1.63,0.242,8,reviewed,ci,ci
2018-11-05T12:22:49.400Z,18.1488,-67.2476,18,2.43,md,11,180,0.1234,0.31,pr,pr2018309005,2018-11-06T00:59:39.790Z,"10km NW of Puerto Real, Puerto Rico",earthquake,0.93,0.62,0.34,8,reviewed,pr,pr
2018-11-05T12:22:11.060Z,33.5063333,-116.796,3.76,0.75,ml,35,43,0.007033,0.16,ci,ci38350000,2018-11-05T13:47:44.760Z,"10km NE of Aguanga, CA",earthquake,0.18,0.43,0.116,22,reviewed,ci,ci
2018-11-05T12:21:55.520Z,37.3194,20.8328,10,4.5,mb,,103,2.071,1.07,us,us2000i6z7,2018-11-05T12:47:34.040Z,"44km S of Lithakia, Greece",earthquake,6.9,1.9,0.131,17,reviewed,us,us
2018-11-05T12:09:42.440Z,37.5856667,-119.012,0.7,0.67,md,14,125,0.02742,0.05,nc,nc73107086,2018-11-05T19:35:36.829Z,"6km SSW of Mammoth Lakes, CA",earthquake,0.27,0.52,0.262,11,reviewed,nc,nc
2018-11-05T12:02:51.733Z,61.6525,-147.7088,20.2,1.9,ml,,,,0.77,ak,ak20330640,2018-11-05T12:06:59.733Z,"62km ESE of Sutton-Alpine, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-11-05T11:55:12.030Z,53.445,-168.05,3.51,-0.31,ml,6,180,0.008652,0.24,av,av70809949,2018-11-06T20:36:38.870Z,"78km NE of Nikolski, Alaska",earthquake,0.75,0.49,0.324,6,reviewed,av,av
2018-11-05T11:52:38.734Z,68.4644,-147.1226,15,3.3,ml,,,,0.81,ak,ak20330627,2018-11-05T19:29:24.284Z,"75km WNW of Arctic Village, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2018-11-05T11:52:36.120Z,38.826,-122.7815,1.59,0.29,md,14,69,0.01009,0.02,nc,nc73107071,2018-11-07T00:04:02.500Z,"5km W of Cobb, CA",earthquake,0.35,0.38,0.283,3,reviewed,nc,nc
2018-11-05T11:47:19.470Z,59.5164,-152.81,93.7,2.4,ml,,,,0.43,ak,ak20330199,2018-11-05T12:01:54.627Z,"62km WSW of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-11-05T11:43:25.560Z,54.0848333,-165.995,18.37,0.47,ml,14,151,0.01061,0.25,av,av70809944,2018-11-06T20:32:24.700Z,"15km WSW of Akutan, Alaska",earthquake,1.18,0.68,0.419,13,reviewed,av,av
2018-11-05T11:42:03.410Z,52.0748333,-176.1236667,1.83,-0.53,ml,5,127,0.02463,0.1,av,av70809929,2018-11-06T20:22:45.200Z,"42km ENE of Adak, Alaska",earthquake,0.48,1.35,0.068,4,reviewed,av,av
2018-11-05T11:41:55.380Z,52.0696667,-176.1078333,-0.51,-0.23,ml,4,171,0.02829,0.08,av,av61812171,2018-11-06T20:21:35.530Z,"43km ENE of Adak, Alaska",earthquake,0.24,0.26,0.12,4,reviewed,av,av
2018-11-05T11:30:37.490Z,19.0451667,-155.4023333,30.52,2.35,ml,49,209,0.1234,0.11,hv,hv70674861,2018-11-06T00:26:49.850Z,"19km SSE of Pahala, Hawaii",earthquake,0.49,0.91,0.2,14,reviewed,hv,hv
2018-11-05T11:28:42.110Z,33.4995,-116.7958333,3.68,0.48,ml,21,47,0.01338,0.15,ci,ci38349984,2018-11-05T13:47:50.380Z,"9km NE of Aguanga, CA",earthquake,0.22,0.48,0.081,16,reviewed,ci,ci
2018-11-05T11:21:56.186Z,40.2352,-119.6721,0,1.5,ml,7,291.99,0.314,0.1215,nn,nn00664304,2018-11-06T02:05:18.657Z,"45km SSW of Gerlach-Empire, Nevada",earthquake,,0,0.04,2,reviewed,nn,nn
2018-11-05T11:21:30.755Z,39.2292,-120.0918,7.7,-0.1,ml,7,89.23,0.034,0.0915,nn,nn00664263,2018-11-06T02:04:56.420Z,"3km WSW of Tahoe Vista, California",earthquake,,1.5,0.58,3,reviewed,nn,nn
2018-11-05T11:18:28.710Z,62.9817,-150.8269,101.1,1.6,ml,,,,1.55,ak,ak20330192,2018-11-05T11:23:24.519Z,"82km NNW of Talkeetna, Alaska",earthquake,,1.8,,,automatic,ak,ak
2018-11-05T11:10:20.390Z,38.784832,-122.7558365,1.17,2.08,md,26,45,0.01502,0.05,nc,nc73107061,2018-11-05T11:53:03.132Z,"1km N of The Geysers, CA",earthquake,0.16,0.32,0.08,8,automatic,nc,nc
2018-11-05T11:05:57.461Z,61.404,-151.587,71.7,1.1,ml,,,,0.5,ak,ak20330189,2018-11-05T19:18:07.648Z,"81km NNW of Nikiski, Alaska",earthquake,,2.6,,,reviewed,ak,ak
2018-11-05T10:52:08.226Z,39.2256,-120.0928,7.6,0.2,ml,16,57.72,0.032,0.1669,nn,nn00664262,2018-11-06T02:04:54.860Z,"3km WSW of Tahoe Vista, California",earthquake,,1.1,0.44,4,reviewed,nn,nn
2018-11-05T10:49:58.160Z,33.4885,-116.8006667,2.49,2.19,ml,99,13,0.02381,0.21,ci,ci38349976,2018-11-06T01:34:39.720Z,"8km NE of Aguanga, CA",earthquake,0.14,0.34,0.161,25,reviewed,ci,ci
2018-11-05T10:45:56.470Z,63.5556,-147.6941,0,1.7,ml,,,,0.63,ak,ak20330184,2018-11-05T10:49:58.661Z,"65km ENE of Cantwell, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-11-05T10:45:30.808Z,38.6515,-117.925,3.6,1.4,ml,16,63.8,0.284,0.1189,nn,nn00664252,2018-11-06T02:04:51.295Z,"24km S of Gabbs, Nevada",earthquake,,5.8,0.14,8,reviewed,nn,nn
2018-11-05T10:41:56.240Z,33.83,-117.7115,9.05,0.62,ml,22,58,0.06485,0.23,ci,ci38349968,2018-11-06T16:31:48.138Z,"10km E of Villa Park, CA",earthquake,0.37,0.78,0.047,6,reviewed,ci,ci
2018-11-05T10:37:40.020Z,52.0758333,-176.1376667,-0.21,-0.31,ml,5,126,0.02181,0.05,av,av61812136,2018-11-06T20:13:31.310Z,"41km ENE of Adak, Alaska",earthquake,0.43,0.46,0.398,5,reviewed,av,av
2018-11-05T10:36:47.050Z,16.1953,-95.0222,42.61,4.4,mb,,149,2.773,1.23,us,us2000i6yq,2018-11-05T11:44:40.040Z,"2km WSW of San Mateo del Mar, Mexico",earthquake,3.9,11.4,0.047,128,reviewed,us,us
2018-11-05T10:21:43.770Z,33.6293333,-116.6726667,13.53,0.59,ml,27,51,0.06598,0.11,ci,ci38349960,2018-11-05T13:47:53.150Z,"8km N of Anza, CA",earthquake,0.21,0.28,0.191,14,reviewed,ci,ci
2018-11-05T10:13:54.710Z,36.5093333,-121.0931667,4.92,1.84,md,39,67,0.0645,0.07,nc,nc73107041,2018-11-06T02:23:02.421Z,"5km ESE of Pinnacles, CA",earthquake,0.18,0.62,0.295,32,reviewed,nc,nc
2018-11-05T09:55:11.125Z,61.7923,-149.6322,34.5,1.8,ml,,,,0.82,ak,ak20329753,2018-11-05T09:59:41.490Z,"18km N of Meadow Lakes, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-11-05T09:48:36.340Z,36.7623329,-121.0598297,1.04,2.07,md,16,227,0.2131,0.35,nc,nc73107036,2018-11-05T11:08:03.850Z,"23km E of Tres Pinos, CA",earthquake,2.24,23.97,0.19,14,automatic,nc,nc
2018-11-05T09:43:41.068Z,69.5994,-144.1469,13,3.2,ml,,,,0.8,ak,ak20329744,2018-11-05T19:10:29.354Z,"62km SSW of Kaktovik, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2018-11-05T09:38:59.050Z,33.5091667,-116.7973333,4.05,0.58,ml,27,47,0.004069,0.14,ci,ci38349944,2018-11-05T13:48:58.520Z,"10km NE of Aguanga, CA",earthquake,0.17,0.41,0.104,15,reviewed,ci,ci
2018-11-05T09:24:20.030Z,58.2986667,-154.779,4.49,0.55,ml,7,263,0.0854,0.11,av,av61812101,2018-11-06T20:02:26.160Z,"96km NNW of Larsen Bay, Alaska",earthquake,0.74,0.69,0.2,7,reviewed,av,av
2018-11-05T09:05:48.500Z,60.3495,-152.6351667,11.89,-0.26,ml,6,322,,0.05,av,av70809924,2018-11-06T20:08:40.010Z,"16km SSE of Redoubt Volcano, Alaska",earthquake,0.7,0.63,0.248,6,reviewed,av,av
2018-11-05T08:54:18.280Z,33.2423333,-116.6576667,12.18,0.65,ml,27,80,0.04394,0.15,ci,ci38349920,2018-11-05T13:47:45.944Z,"5km SSW of Warner Springs, CA",earthquake,0.34,0.56,0.164,12,reviewed,ci,ci
2018-11-05T08:51:45.513Z,62.1327,-149.4436,36,1.4,ml,,,,0.62,ak,ak20329316,2018-11-05T08:57:05.027Z,"21km E of Y, Alaska",earthquake,,3.6,,,automatic,ak,ak
2018-11-05T08:47:26.000Z,40.3975,-121.9316667,8.32,1.21,md,12,165,0.1159,0.06,nc,nc73107026,2018-11-05T21:49:03.450Z,"6km WSW of Manton, CA",earthquake,0.44,1.16,0.152,12,reviewed,nc,nc
2018-11-05T08:45:35.020Z,40.391,-121.9388333,9.92,1.64,md,16,138,0.1231,0.04,nc,nc73107016,2018-11-05T21:24:03.292Z,"7km WSW of Manton, CA",earthquake,0.3,0.84,0.254,19,reviewed,nc,nc
2018-11-05T08:39:52.237Z,64.8118,-148.9989,25,1,ml,,,,0.68,ak,ak20329311,2018-11-05T08:43:04.289Z,"26km NNE of North Nenana, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-11-05T08:35:27.280Z,36.2648333,-89.4571667,5.63,1.44,md,11,62,0.03312,0.04,nm,nm60217807,2018-11-06T14:52:55.290Z,"2km E of Ridgely, Tennessee",earthquake,0.28,0.52,0.018,7,reviewed,nm,nm
2018-11-05T08:31:13.990Z,37.5219,20.6276,10,4.6,mb,,102,2.012,0.79,us,us2000i6xm,2018-11-05T10:16:18.995Z,"28km SW of Mouzaki, Greece",earthquake,5.8,1.8,0.095,33,reviewed,us,us
